"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FAM120AOS",0.000233963366250774,0.723510674188467,0.443,0.298,1,"10","FAM120AOS"
"TSPAN34",0.000235208386724882,0.426055911923853,0.755,0.58,1,"10","TSPAN3"
"KDM5A1",0.000235501298178939,0.634800224565972,0.5,0.353,1,"10","KDM5A"
"SCAMP12",0.000235861416854903,0.596717603711926,0.519,0.339,1,"10","SCAMP1"
"BTBD61",0.000236858145956746,0.754334328897283,0.321,0.179,1,"10","BTBD6"
"MT-CO33",0.000236972359365958,0.325391081218074,0.962,0.948,1,"10","MT-CO3"
"YARS2",0.000238005501419551,0.802651225611909,0.274,0.14,1,"10","YARS2"
"RCN3",0.000241758333091826,0.450021632444665,0.255,0.126,1,"10","RCN3"
"INO80E2",0.000242121809619963,0.674861236521153,0.387,0.228,1,"10","INO80E"
"DVL2",0.000242748862409235,0.481321041539685,0.34,0.185,1,"10","DVL2"
"HTT",0.000243524018545842,0.661338568199406,0.34,0.191,1,"10","HTT"
"PNRC21",0.000246205693509486,0.56953562248809,0.566,0.384,1,"10","PNRC2"
"SNRPC1",0.000246618752247157,0.569568037294256,0.613,0.438,1,"10","SNRPC"
"JPT22",0.000247156184452017,0.652584749990709,0.292,0.153,1,"10","JPT2"
"CAND11",0.000248619407732191,0.53736097176275,0.528,0.357,1,"10","CAND1"
"TANC22",0.0002491850316433,1.04372925654108,0.415,0.255,1,"10","TANC2"
"TOR3A2",0.00025125662474294,0.575307520123678,0.396,0.233,1,"10","TOR3A"
"SCAF8",0.000251641811824202,1.03235598497025,0.255,0.133,1,"10","SCAF8"
"COQ92",0.000252363655944086,0.75652235174492,0.425,0.263,1,"10","COQ9"
"PPP2R5C",0.000254132629096877,0.467290702597523,0.547,0.359,1,"10","PPP2R5C"
"ALDH16A12",0.000255166214894134,0.903148588489068,0.292,0.158,1,"10","ALDH16A1"
"KCTD172",0.000256948669899319,0.886954725261889,0.377,0.224,1,"10","KCTD17"
"CCDC1121",0.000257541975437399,0.728423081624824,0.311,0.167,1,"10","CCDC112"
"ATG5",0.000258497516699809,0.688880910913451,0.509,0.341,1,"10","ATG5"
"KIAA04084",0.000260315149083507,0.494706824594271,0.34,0.191,1,"10","KIAA0408"
"THYN13",0.000260567188048183,0.579402527461888,0.528,0.369,1,"10","THYN1"
"WDR83OS4",0.000260910602841296,0.364729808081153,0.925,0.776,1,"10","WDR83OS"
"YTHDC13",0.000261261215887424,0.461305020140246,0.557,0.388,1,"10","YTHDC1"
"YAF22",0.000262301251747822,0.709759614103543,0.425,0.27,1,"10","YAF2"
"SUDS3",0.000264493743475907,0.677305335704568,0.34,0.193,1,"10","SUDS3"
"DDX541",0.000266457531225045,0.86484196198094,0.387,0.241,1,"10","DDX54"
"CBARP2",0.000266821621003982,0.816936149943916,0.274,0.144,1,"10","CBARP"
"RCOR1",0.000267602615812672,0.890921141598338,0.274,0.147,1,"10","RCOR1"
"EIF3I1",0.000268288035137827,0.458351372548656,0.783,0.636,1,"10","EIF3I"
"NSF",0.000269678719777251,0.943669887474703,0.255,0.132,1,"10","NSF"
"TMEM111",0.000273718151719482,0.669092237896145,0.472,0.312,1,"10","TMEM11"
"ING12",0.000274736491021843,0.44661081476002,0.575,0.391,1,"10","ING1"
"TMEM603",0.000275634632075188,0.98675775131492,0.406,0.258,1,"10","TMEM60"
"ISOC22",0.00027919219820749,0.719553512485598,0.585,0.426,1,"10","ISOC2"
"ASH1L2",0.000280630182252738,0.536239439483184,0.67,0.516,1,"10","ASH1L"
"C16orf912",0.000281407144977502,0.693738267760086,0.415,0.263,1,"10","C16orf91"
"SLC35B11",0.000282411279841499,0.499763787036526,0.547,0.374,1,"10","SLC35B1"
"PHF62",0.000286853916128244,0.894468048752586,0.377,0.24,1,"10","PHF6"
"SRFBP12",0.000288354648518929,0.635737058083101,0.443,0.28,1,"10","SRFBP1"
"CREB11",0.000288710416831075,0.718568953461339,0.434,0.28,1,"10","CREB1"
"ST7L1",0.000290036069054299,0.784570812014893,0.274,0.141,1,"10","ST7L"
"NDUFA112",0.00029122138335746,0.371927861072479,0.925,0.818,1,"10","NDUFA11"
"TNRC6B2",0.000291387793067909,0.620612838408641,0.585,0.408,1,"10","TNRC6B"
"ASB32",0.000291413533016779,0.735390639534975,0.396,0.242,1,"10","ASB3"
"DNAJA22",0.0002917811500514,0.462561787136083,0.698,0.536,1,"10","DNAJA2"
"SDHAF13",0.000293850079594217,0.717901519693165,0.462,0.31,1,"10","SDHAF1"
"POLR2K3",0.00029464413036205,0.449739403945518,0.821,0.635,1,"10","POLR2K"
"INIP1",0.000295298430051339,0.871971698591851,0.34,0.196,1,"10","INIP"
"ATP5IF11",0.000295667125020677,0.395525382916078,0.764,0.608,1,"10","ATP5IF1"
"GIHCG3",0.000298230125189862,0.69826258056328,0.453,0.289,1,"10","GIHCG"
"USP37",0.00030132296884386,0.6276428188848,0.264,0.134,1,"10","USP37"
"MARS1",0.000305199863300987,0.698932697009001,0.34,0.2,1,"10","MARS"
"EP400",0.000305782608691841,0.513788697777822,0.292,0.153,1,"10","EP400"
"MRE11",0.000306332828835883,0.979678049474628,0.255,0.132,1,"10","MRE11"
"TBRG42",0.00030661486183762,0.520728895565697,0.491,0.306,1,"10","TBRG4"
"RPRD1B",0.000307118958118753,0.573055952066364,0.283,0.145,1,"10","RPRD1B"
"MCUR12",0.000308163189494121,0.481300010265131,0.585,0.384,1,"10","MCUR1"
"USP9X",0.000309160870220632,0.411026514563598,0.528,0.353,1,"10","USP9X"
"MAEA",0.000309440631130953,0.745023630577875,0.425,0.272,1,"10","MAEA"
"PAM16",0.000309739148257872,0.636501426507659,0.5,0.335,1,"10","PAM16"
"ICE11",0.000310386311019936,0.716913081603993,0.34,0.194,1,"10","ICE1"
"NDUFA74",0.000310861994883744,0.47244910956918,0.726,0.549,1,"10","NDUFA7"
"PUM31",0.000312417572643157,0.832206124960278,0.283,0.156,1,"10","PUM3"
"NUP581",0.000312742711241779,0.569486083070865,0.491,0.321,1,"10","NUP58"
"NAV13",0.000316681602844165,0.826086515092651,0.377,0.236,1,"10","NAV1"
"SHPRH",0.000317156659048343,1.23323393261239,0.292,0.164,1,"10","SHPRH"
"SPOP3",0.000317529723127779,0.670774220864359,0.472,0.329,1,"10","SPOP"
"DIPK1B2",0.000318417845994774,0.944156058839979,0.274,0.145,1,"10","DIPK1B"
"HNRNPLL1",0.00032030749154222,0.567285162000408,0.377,0.22,1,"10","HNRNPLL"
"PFDN11",0.000325474851035717,0.522139289068441,0.594,0.413,1,"10","PFDN1"
"NOL81",0.000326903910005259,0.78267521203723,0.34,0.196,1,"10","NOL8"
"MPHOSPH101",0.000329738131819705,0.762924553554033,0.33,0.189,1,"10","MPHOSPH10"
"IFT802",0.000329984827594851,0.556550525194993,0.321,0.174,1,"10","IFT80"
"GTF2A11",0.000330445786383911,0.773291717508733,0.377,0.231,1,"10","GTF2A1"
"FXR14",0.000330645707702181,0.337645674709576,0.717,0.56,1,"10","FXR1"
"PARL",0.000330764476796612,0.847936998004702,0.491,0.315,1,"10","PARL"
"RPIA1",0.000332369303855639,0.860587310053036,0.292,0.163,1,"10","RPIA"
"CLSTN13",0.0003369165114406,0.539016237059215,0.528,0.351,1,"10","CLSTN1"
"PRKCA2",0.000337440302865028,0.713488528715175,0.443,0.289,1,"10","PRKCA"
"PAXBP12",0.000339557637107908,0.686036327933103,0.509,0.35,1,"10","PAXBP1"
"GPALPP11",0.000339748314845096,0.953931303703877,0.283,0.157,1,"10","GPALPP1"
"STAU2",0.000340759462471611,0.549027430059761,0.283,0.147,1,"10","STAU2"
"SLC25A381",0.000349707087484138,0.525507550662023,0.368,0.216,1,"10","SLC25A38"
"TRIO3",0.000351577595196212,0.606032202024873,0.396,0.24,1,"10","TRIO"
"LRRC8A2",0.00035328922709608,0.593080373022509,0.443,0.278,1,"10","LRRC8A"
"SIN3B3",0.000354797208939731,0.696067492723614,0.358,0.215,1,"10","SIN3B"
"LMF22",0.000356654624565329,0.544293853719569,0.5,0.327,1,"10","LMF2"
"LDLRAD33",0.000358436594870047,0.43585047701179,0.368,0.21,1,"10","LDLRAD3"
"PIN41",0.000358535891308457,0.545070746143015,0.491,0.316,1,"10","PIN4"
"MRPS112",0.000360416524115488,0.68721253896264,0.491,0.326,1,"10","MRPS11"
"DXO1",0.00036094348858677,0.52638610470406,0.321,0.177,1,"10","DXO"
"MED1",0.000362850250189961,0.668396225356792,0.321,0.178,1,"10","MED1"
"FUNDC12",0.000363812074089051,0.632034338852261,0.368,0.21,1,"10","FUNDC1"
"AC008124.13",0.00036445031039165,0.723459683574563,0.33,0.188,1,"10","AC008124.1"
"RALA3",0.000370469470224676,0.342076605494216,0.642,0.472,1,"10","RALA"
"TARDBP3",0.000370592360719549,0.477743650747491,0.566,0.373,1,"10","TARDBP"
"CTNND12",0.000370720356852192,0.701767361742657,0.491,0.332,1,"10","CTNND1"
"TCEA23",0.000372829394512618,0.508625176757718,0.632,0.444,1,"10","TCEA2"
"MED241",0.000373236355973765,1.04685140857771,0.255,0.136,1,"10","MED24"
"LMBR12",0.00037518472752104,0.903598712594744,0.283,0.157,1,"10","LMBR1"
"EIF1AX3",0.000377124725054511,0.362851247887585,0.811,0.693,1,"10","EIF1AX"
"TASOR2",0.000378556907811214,0.583192169007337,0.453,0.285,1,"10","TASOR"
"PMS21",0.000378598245267298,0.918267713146861,0.34,0.205,1,"10","PMS2"
"CYB5B",0.000378683490374885,0.46329997027004,0.491,0.314,1,"10","CYB5B"
"ZNF8752",0.000378937568045063,1.01129042882798,0.255,0.134,1,"10","ZNF875"
"GTF3C5",0.000381432733019937,0.825322690837656,0.349,0.212,1,"10","GTF3C5"
"NAA101",0.000381981839700355,0.611519871859589,0.594,0.449,1,"10","NAA10"
"GTF3C61",0.000382228063254752,0.365842207354159,0.774,0.564,1,"10","GTF3C6"
"PAG11",0.00038912471281162,0.775744927955106,0.396,0.246,1,"10","PAG1"
"SQLE3",0.000389611144857428,0.968086117594086,0.387,0.243,1,"10","SQLE"
"MDFI2",0.000389972881301165,0.698549094367155,0.33,0.191,1,"10","MDFI"
"FBXO34",0.000392306842564246,0.643383313529682,0.377,0.225,1,"10","FBXO3"
"TPM42",0.000393492854356439,0.328895107212962,0.915,0.765,1,"10","TPM4"
"PELP1",0.000395610790502242,0.485043511263184,0.283,0.147,1,"10","PELP1"
"OTUD6B1",0.000399614623272762,0.583853747423459,0.321,0.179,1,"10","OTUD6B"
"MCPH1",0.000402349391810692,0.810455991932056,0.274,0.145,1,"10","MCPH1"
"DNAJA32",0.000404461123675557,0.847581876589229,0.34,0.203,1,"10","DNAJA3"
"APC5",0.000404669060408806,0.366136535154683,0.623,0.44,1,"10","APC"
"DPF21",0.000405700829946245,0.637413542804675,0.434,0.277,1,"10","DPF2"
"IFI27L12",0.000410380992111491,0.807382329938803,0.425,0.266,1,"10","IFI27L1"
"RSL1D12",0.000410424686827414,0.325832413716648,0.708,0.541,1,"10","RSL1D1"
"PDCD71",0.000412783271807982,0.696113903932654,0.462,0.299,1,"10","PDCD7"
"TIGAR2",0.000414631267390529,0.511393481976466,0.377,0.223,1,"10","TIGAR"
"FAM193A",0.000415856775598374,0.924913961181283,0.302,0.168,1,"10","FAM193A"
"DHX301",0.000423200722414147,0.467399405704585,0.453,0.287,1,"10","DHX30"
"ATL11",0.000426047034064766,0.840129202445434,0.358,0.221,1,"10","ATL1"
"RABEP13",0.00042608013963303,0.547594780750205,0.472,0.301,1,"10","RABEP1"
"RBM4B1",0.00042742626785152,0.921855046735027,0.34,0.205,1,"10","RBM4B"
"GLT8D13",0.000432803241215395,0.730784937176391,0.528,0.373,1,"10","GLT8D1"
"ATP13A11",0.000436507962283345,0.527209081892184,0.368,0.218,1,"10","ATP13A1"
"NF2",0.000438783972915734,0.788876729482068,0.274,0.147,1,"10","NF2"
"GTF2H32",0.000440922020994342,0.641617747735959,0.358,0.21,1,"10","GTF2H3"
"MED161",0.000443169162244088,0.538605569574911,0.5,0.335,1,"10","MED16"
"CARM12",0.00044761883973831,0.728993598395108,0.358,0.213,1,"10","CARM1"
"BCS1L",0.000449067830349242,0.64185692422234,0.283,0.152,1,"10","BCS1L"
"PEX11",0.000450533213615602,0.684213113141726,0.321,0.181,1,"10","PEX1"
"RNF1451",0.000452203598432218,0.717922327153968,0.538,0.379,1,"10","RNF145"
"VPS36",0.000458156424232098,0.876045329774729,0.34,0.203,1,"10","VPS36"
"MTDH3",0.000462306193218022,0.313332363325585,0.821,0.747,1,"10","MTDH"
"SLAIN2",0.000469051781776166,0.515032823396707,0.377,0.22,1,"10","SLAIN2"
"GPATCH11",0.000469283500953509,0.755615772168645,0.274,0.147,1,"10","GPATCH11"
"CIAO11",0.000474319273123969,0.587227986773322,0.538,0.391,1,"10","CIAO1"
"EDNRB2",0.00047795462984734,0.939632131955249,0.349,0.215,1,"10","EDNRB"
"SNRNP271",0.000485602423353048,0.577841929361747,0.528,0.365,1,"10","SNRNP27"
"CEBPG1",0.000489792248964883,0.317955321254021,0.519,0.336,1,"10","CEBPG"
"PIGF2",0.000490386876716082,0.656370062978859,0.5,0.342,1,"10","PIGF"
"PRPSAP23",0.000492582819945087,0.456440050665972,0.491,0.312,1,"10","PRPSAP2"
"CPSF42",0.000493464618705524,0.816090494909645,0.387,0.234,1,"10","CPSF4"
"CACTIN",0.000497115970327111,0.837471521432743,0.264,0.141,1,"10","CACTIN"
"SMAP12",0.000498634746752096,0.55863201596039,0.509,0.342,1,"10","SMAP1"
"ERV3-12",0.000499938191452577,0.946827984087347,0.274,0.153,1,"10","ERV3-1"
"CADM13",0.000500952930302686,0.790016942662359,0.594,0.462,1,"10","CADM1"
"TOMM701",0.000502458598912337,0.848207715267143,0.311,0.176,1,"10","TOMM70"
"SUPT5H1",0.000505364705787892,0.459262326402859,0.538,0.353,1,"10","SUPT5H"
"CDC42BPA3",0.000510241451673602,0.332190861962782,0.509,0.321,1,"10","CDC42BPA"
"TMEM14B2",0.000511992939031109,0.433589154125737,0.698,0.533,1,"10","TMEM14B"
"MAPK104",0.000512078887936698,0.756269145018082,0.415,0.279,1,"10","MAPK10"
"SLC35A11",0.000514946237250729,1.05564527765361,0.349,0.213,1,"10","SLC35A1"
"STRIP1",0.0005162974481504,0.826720226767934,0.283,0.153,1,"10","STRIP1"
"SEPTIN101",0.000525808254093557,0.642605668105124,0.406,0.25,1,"10","SEPTIN10"
"TMEM93",0.000527057104799346,0.345049113463554,0.67,0.458,1,"10","TMEM9"
"CCDC252",0.000527323698361174,0.5725659004325,0.434,0.283,1,"10","CCDC25"
"ASXL13",0.000529806619751463,0.43816887866488,0.538,0.366,1,"10","ASXL1"
"MPHOSPH61",0.000533076657978036,0.662294591167413,0.377,0.222,1,"10","MPHOSPH6"
"INO80C",0.000536678283296096,0.70232063108708,0.255,0.133,1,"10","INO80C"
"LRP61",0.00053904988432451,1.01027336147873,0.283,0.159,1,"10","LRP6"
"LRRC582",0.000539469984413064,0.559607272886334,0.528,0.368,1,"10","LRRC58"
"ABHD101",0.00054307698084876,0.868013216127548,0.283,0.158,1,"10","ABHD10"
"FDFT12",0.00054342704622447,0.488734646247708,0.377,0.226,1,"10","FDFT1"
"CYREN2",0.000543811271675866,0.989904108116425,0.321,0.192,1,"10","CYREN"
"EBNA1BP22",0.000544913833390587,0.620654113042618,0.566,0.413,1,"10","EBNA1BP2"
"TMEFF24",0.000546652383296497,0.786206404571435,0.349,0.205,1,"10","TMEFF2"
"PKD21",0.000550795244146739,1.01357392000515,0.264,0.141,1,"10","PKD2"
"NDUFB73",0.000556373232918885,0.3148616993716,0.906,0.777,1,"10","NDUFB7"
"PPP2R2A3",0.000557888184723545,0.338188985421699,0.708,0.54,1,"10","PPP2R2A"
"SNF8",0.000559254614502699,0.606222167883645,0.651,0.506,1,"10","SNF8"
"MACO14",0.000570990749319807,0.646237231036853,0.396,0.244,1,"10","MACO1"
"NFYC",0.000574176926377047,0.634460642218501,0.33,0.186,1,"10","NFYC"
"R3HDM41",0.000577826639059664,0.616093410655116,0.387,0.237,1,"10","R3HDM4"
"RBM331",0.000579633892637194,0.685266975401964,0.415,0.272,1,"10","RBM33"
"WRAP73",0.000584169216499178,1.04265925833108,0.264,0.144,1,"10","WRAP73"
"ABCF31",0.000584632696152586,0.694605573850879,0.33,0.189,1,"10","ABCF3"
"AHI12",0.000585366755795029,0.558837009953255,0.443,0.282,1,"10","AHI1"
"UQCRC1",0.000590684998483278,0.536085423372063,0.604,0.461,1,"10","UQCRC1"
"SLC31A11",0.000590849015851334,0.562641644279599,0.264,0.139,1,"10","SLC31A1"
"GUCY1A22",0.000590887828904028,1.14374086063857,0.264,0.147,1,"10","GUCY1A2"
"RNASEH2C1",0.000593508511410861,0.510458969707011,0.679,0.513,1,"10","RNASEH2C"
"DCUN1D3",0.000595096357956664,0.807352250191062,0.283,0.156,1,"10","DCUN1D3"
"FBXO212",0.000597741928546205,0.459693768116548,0.538,0.359,1,"10","FBXO21"
"NSFL1C1",0.00060502892039212,0.419736343919685,0.604,0.409,1,"10","NSFL1C"
"EXOSC101",0.000607374516791447,0.609317409957705,0.311,0.177,1,"10","EXOSC10"
"RPUSD1",0.000613930616768003,0.937492432457386,0.264,0.145,1,"10","RPUSD1"
"PCMT13",0.00061672212367095,0.522732445947754,0.736,0.633,1,"10","PCMT1"
"CHIC22",0.000617949225641836,0.616891731784296,0.5,0.335,1,"10","CHIC2"
"HCG18",0.000621446581361445,0.510536706754062,0.321,0.182,1,"10","HCG18"
"LARP71",0.000632858222788109,0.505839719119135,0.5,0.355,1,"10","LARP7"
"MFAP12",0.000633386199346645,0.863604494100195,0.33,0.201,1,"10","MFAP1"
"SMARCD32",0.000635071015506302,0.632586242596176,0.443,0.295,1,"10","SMARCD3"
"TP53I32",0.000637761785413615,0.812322714943874,0.311,0.181,1,"10","TP53I3"
"TOMM61",0.000639357811627095,0.262475342965199,0.821,0.642,1,"10","TOMM6"
"C11orf492",0.000640448087435092,0.614070241360525,0.453,0.307,1,"10","C11orf49"
"ZNF8532",0.000640984252611943,0.921736126603213,0.274,0.153,1,"10","ZNF853"
"DDB12",0.000642459638842737,0.530729955086569,0.528,0.372,1,"10","DDB1"
"BRD1",0.000645719958633613,0.567700513477386,0.292,0.161,1,"10","BRD1"
"GPS12",0.000649965171647265,0.5237957491196,0.481,0.325,1,"10","GPS1"
"ZNF4143",0.000652317633413464,0.937518961300257,0.377,0.231,1,"10","ZNF414"
"MICU21",0.000654270243447041,0.583787179846194,0.528,0.37,1,"10","MICU2"
"STX22",0.00065542123226607,0.926796134628419,0.311,0.186,1,"10","STX2"
"ABCD44",0.000655920109250413,0.485931904551837,0.481,0.323,1,"10","ABCD4"
"GAMT3",0.000656460799475325,0.659584065903366,0.566,0.409,1,"10","GAMT"
"JTB",0.000656515062658067,0.348545804475485,0.821,0.663,1,"10","JTB"
"B3GALT61",0.000662172745037295,0.741258046732267,0.406,0.268,1,"10","B3GALT6"
"HDAC1",0.000667172055439623,0.460538947222777,0.387,0.236,1,"10","HDAC1"
"CSNK1G22",0.000667963961670427,0.503509747998372,0.538,0.37,1,"10","CSNK1G2"
"ST52",0.000668401928068388,0.78918200858962,0.387,0.246,1,"10","ST5"
"FAM131A1",0.000670278491774212,0.653749989094746,0.302,0.169,1,"10","FAM131A"
"HERC22",0.000674034472066257,0.839405408364899,0.34,0.207,1,"10","HERC2"
"SMAD41",0.000675839575324532,0.566116875661889,0.425,0.265,1,"10","SMAD4"
"MT32",0.000682264013259332,0.279893829108536,0.811,0.612,1,"10","MT3"
"ATP5PD",0.000687352317156695,0.332738827410338,0.802,0.659,1,"10","ATP5PD"
"NGDN2",0.000688124049038407,0.440616251198922,0.462,0.3,1,"10","NGDN"
"JAKMIP21",0.000690151334806808,0.53954515592603,0.33,0.191,1,"10","JAKMIP2"
"PPP1R81",0.000693674146284011,0.628351772409844,0.33,0.19,1,"10","PPP1R8"
"BIN3",0.000693943571993158,0.744450543169069,0.292,0.163,1,"10","BIN3"
"DMPK2",0.000704360832888586,0.775337679383302,0.311,0.182,1,"10","DMPK"
"GOSR11",0.000706400273174354,0.587166770463674,0.472,0.319,1,"10","GOSR1"
"TMEM1311",0.000708456058076,0.617749576960521,0.33,0.196,1,"10","TMEM131"
"TRIM131",0.000710038090728088,0.927762738573841,0.34,0.214,1,"10","TRIM13"
"MAPKAPK52",0.000711117137595284,0.872033209994973,0.349,0.216,1,"10","MAPKAPK5"
"REEP22",0.000716348299058382,0.568333609099306,0.415,0.257,1,"10","REEP2"
"BAZ1A2",0.000716401724898,0.475477789649785,0.528,0.374,1,"10","BAZ1A"
"IWS11",0.000717126758274769,0.606855529983324,0.377,0.233,1,"10","IWS1"
"EFHC13",0.000726323728569278,0.508950016980493,0.453,0.292,1,"10","EFHC1"
"DAAM13",0.000730600925711599,0.692786212884515,0.462,0.315,1,"10","DAAM1"
"MRPS91",0.000731607414289407,0.855822343308219,0.302,0.174,1,"10","MRPS9"
"MTSS14",0.00073282147122267,0.526626969037778,0.406,0.246,1,"10","MTSS1"
"C12orf41",0.00073452975299019,0.811360695041956,0.264,0.146,1,"10","C12orf4"
"NDUFA54",0.000735650715142874,0.364347327676014,0.84,0.645,1,"10","NDUFA5"
"ASXL2",0.000738381684907395,1.06768857189962,0.255,0.144,1,"10","ASXL2"
"ZNF585A1",0.00074028282040985,0.792164693243766,0.283,0.161,1,"10","ZNF585A"
"CHMP3",0.000741242135886805,0.44554617589319,0.575,0.423,1,"10","CHMP3"
"FBXL52",0.000741927522937627,0.692717731315478,0.472,0.327,1,"10","FBXL5"
"ZNF125",0.000742065883550328,0.593084439780148,0.396,0.252,1,"10","ZNF12"
"RNF1381",0.000743169600264624,0.526053986227177,0.425,0.272,1,"10","RNF138"
"CCM21",0.000743374553107209,0.592920072832712,0.538,0.395,1,"10","CCM2"
"CREBBP",0.000763846610977479,0.635328469497148,0.415,0.267,1,"10","CREBBP"
"ATG124",0.000766491698872411,0.422835070405016,0.632,0.452,1,"10","ATG12"
"DDOST2",0.000772905969273389,0.43912598244482,0.642,0.472,1,"10","DDOST"
"UBE2J22",0.00077470150367094,0.784206947969407,0.5,0.35,1,"10","UBE2J2"
"SMIM10L11",0.000777394728337132,0.599196658057142,0.434,0.28,1,"10","SMIM10L1"
"CAMSAP23",0.000777641809334587,0.521029892969667,0.538,0.37,1,"10","CAMSAP2"
"UQCC32",0.000778963166546302,0.680138301374753,0.509,0.34,1,"10","UQCC3"
"BOLA21",0.000782328046602425,0.562329822388039,0.519,0.364,1,"10","BOLA2"
"WBP113",0.000783853301780542,0.489195692026606,0.547,0.405,1,"10","WBP11"
"EIF2AK23",0.000783905564556514,0.642678698736402,0.538,0.394,1,"10","EIF2AK2"
"ZHX13",0.000796403276295615,0.448129877974875,0.462,0.3,1,"10","ZHX1"
"RBM222",0.000799644638091935,0.571673942515859,0.604,0.44,1,"10","RBM22"
"MRPL202",0.000801109381198365,0.391050397076359,0.764,0.586,1,"10","MRPL20"
"NUDT16L13",0.000801810392820928,0.767140267230332,0.528,0.378,1,"10","NUDT16L1"
"STX181",0.000814303700620681,0.625763161372035,0.368,0.225,1,"10","STX18"
"DEAF11",0.000820739170746047,0.668729374802838,0.396,0.252,1,"10","DEAF1"
"WDR831",0.000823114081370553,0.729819860306746,0.311,0.188,1,"10","WDR83"
"GPT24",0.000835147386935594,0.405458382403774,0.462,0.29,1,"10","GPT2"
"C6orf622",0.000836226803597653,0.347858543508175,0.811,0.639,1,"10","C6orf62"
"RAD503",0.000845997111266875,0.524450266291062,0.481,0.313,1,"10","RAD50"
"NKTR2",0.000854873284487891,0.51719378628759,0.689,0.543,1,"10","NKTR"
"BLVRA4",0.00087063770241536,0.528393747276193,0.462,0.307,1,"10","BLVRA"
"IMPACT2",0.000894775592751398,0.87431489142422,0.358,0.221,1,"10","IMPACT"
"HDAC33",0.000898548372573537,0.560108854723446,0.453,0.3,1,"10","HDAC3"
"RBMX21",0.000900824575634724,0.37202905914076,0.349,0.205,1,"10","RBMX2"
"NUP1601",0.000901675590672864,0.557515371271581,0.302,0.173,1,"10","NUP160"
"DUS3L",0.000908573542910973,0.686038338025424,0.292,0.165,1,"10","DUS3L"
"CCDC50",0.0009251339345346,0.415796077251424,0.585,0.412,1,"10","CCDC50"
"AKAP91",0.000925424004884553,0.366039682322284,0.632,0.466,1,"10","AKAP9"
"PRMT31",0.000931201663608324,0.827409501313583,0.264,0.147,1,"10","PRMT3"
"NIN3",0.000942330773496262,0.833274339523285,0.349,0.219,1,"10","NIN"
"CNBP3",0.000944077866843603,0.336742324367035,0.896,0.782,1,"10","CNBP"
"SLC35B3",0.000945490398815636,0.973583273317886,0.302,0.181,1,"10","SLC35B3"
"CFDP13",0.000952256401023491,0.339642260581611,0.594,0.423,1,"10","CFDP1"
"UBXN73",0.000954759671476441,0.749669572421305,0.396,0.256,1,"10","UBXN7"
"SMUG1",0.000965686132032948,0.628274678991272,0.311,0.179,1,"10","SMUG1"
"APMAP2",0.000970449388380187,0.250179248746233,0.594,0.419,1,"10","APMAP"
"SPTY2D11",0.000996387362175082,0.505219249581172,0.387,0.237,1,"10","SPTY2D1"
"MAP3K204",0.0010053620903515,0.613198261875063,0.377,0.235,1,"10","MAP3K20"
"RPS17",0.00100995245778501,0.388983041132885,0.849,0.692,1,"10","RPS17"
"ZMAT51",0.00101604843621828,0.509925487686871,0.434,0.285,1,"10","ZMAT5"
